EXP,WKS,OCC,IND,SOUTH,SMSA,MS,FEM,UNION,ED,BLK,LWAGE,YEAR,LOGWKS 
20,47,1,1,0,0,1,0,1,12,0,6.5439100,5,3.8501476 
21,48,1,1,0,0,1,0,1,12,0,6.6147300,6,3.8712010 
22,47,1,1,0,0,1,0,1,12,0,6.7165900,7,3.8501476 
22,48,0,0,0,1,0,1,1,12,0,6.3332800,1,3.8712010 
23,48,0,0,0,1,0,1,1,12,0,6.6147300,2,3.8712010 
24,48,0,0,0,1,0,1,1,12,0,6.7345900,3,3.8712010 
25,46,0,0,0,1,0,1,1,12,0,6.7742200,4,3.8286414 
26,47,0,0,0,1,0,1,1,12,0,6.8648500,5,3.8501476 
27,47,0,0,0,1,0,1,1,12,0,6.9707300,6,3.8501476 
28,47,0,0,0,1,0,1,1,12,0,7.0475200,7,3.8501476 
30,50,1,1,0,0,1,0,1,8,0,6.4457200,1,3.9120230 
31,47,1,1,0,0,1,0,0,8,0,6.3332800,2,3.8501476 
32,48,1,1,0,1,1,0,0,8,0,6.3969300,3,3.8712010 
33,48,1,1,0,1,1,0,1,8,0,6.4815800,4,3.8712010 
34,39,1,1,0,1,1,0,1,8,0,6.5916700,5,3.6635616 
35,50,1,1,0,1,1,0,1,8,0,6.5930400,6,3.9120230 
36,50,1,1,0,1,0,0,1,8,0,6.7787800,7,3.9120230 
12,49,1,0,1,0,1,0,0,12,0,6.4297200,1,3.8918203 
13,48,1,0,1,0,1,0,0,12,0,6.4313300,2,3.8712010 
14,34,1,0,1,0,1,0,1,12,0,6.5944100,3,3.5263605 
15,47,1,0,1,0,1,0,1,12,0,6.7117400,4,3.8501476 
16,48,1,0,1,0,1,0,1,12,0,6.7452400,5,3.8712010 
17,47,1,0,1,0,1,0,1,12,0,6.8773000,6,3.8501476 
18,48,1,0,1,0,1,0,1,12,0,6.8023900,7,3.8712010 
11,50,1,1,1,1,1,0,0,12,1,6.4922400,1,3.9120230 
12,50,1,1,1,1,1,0,0,12,1,6.2146100,2,3.9120230 
13,50,1,1,1,1,1,0,0,12,1,6.7274300,3,3.9120230 
14,49,1,1,1,1,1,0,0,12,1,6.6656800,4,3.8918203 
15,48,0,1,1,1,0,0,0,12,1,6.3099200,5,3.8712010 
16,50,0,1,1,1,0,0,0,12,1,6.2146100,6,3.9120230 
17,50,0,1,1,1,0,0,0,12,1,6.2146100,7,3.9120230 
35,49,0,0,0,1,0,1,0,16,0,6.3099200,1,3.8918203 
36,50,0,0,0,1,0,1,0,16,0,6.3099200,2,3.9120230 
37,49,0,0,0,1,0,1,0,16,0,6.3099200,3,3.8918203 
38,50,0,0,0,1,0,1,0,16,0,6.3099200,4,3.9120230 
39,50,0,0,0,1,0,1,0,16,0,6.5510800,5,3.9120230 
40,50,0,0,0,1,0,1,0,16,0,6.6200700,6,3.9120230 
41,50,0,0,0,1,0,1,0,16,0,6.7452400,7,3.9120230 
33,51,1,0,0,0,1,0,0,12,0,6.1463300,1,3.9318256 
34,51,1,0,0,0,1,0,0,12,0,6.2538300,2,3.9318256 
35,51,1,0,0,0,1,0,0,12,0,6.3099200,3,3.9318256 
36,47,1,0,0,0,1,0,0,12,0,6.3508900,4,3.8501476 
37,49,1,0,0,0,1,0,0,12,0,6.4614700,5,3.8918203 
38,47,0,0,0,0,1,0,0,12,0,6.5027900,6,3.8501476 
39,47,1,0,0,0,1,0,0,12,0,6.5971500,7,3.8501476 
9,49,0,1,0,1,1,0,0,14,0,6.5366900,1,3.8918203 
10,49,0,1,0,1,1,0,0,14,0,6.5510800,2,3.8918203 
11,49,0,1,0,1,1,0,0,14,0,6.6592900,3,3.8918203 
12,48,0,1,0,1,1,0,0,14,0,6.8297900,4,3.8712010 
13,46,0,1,0,1,1,0,0,14,0,6.8564600,5,3.8286414 
14,46,0,1,0,1,1,0,0,14,0,6.9565500,6,3.8286414 
15,48,0,1,0,1,1,0,0,14,0,7.1309000,7,3.8712010 
11,36,0,0,0,1,1,0,1,17,0,6.2245600,1,3.5835189 
12,36,0,0,0,1,1,0,1,17,0,6.3099200,2,3.5835189 
13,37,0,0,0,1,1,0,1,17,0,6.4769700,3,3.6109179 
14,38,0,0,0,1,1,0,1,17,0,6.6783400,4,3.6375862 
15,35,0,0,0,1,1,0,1,17,0,6.7799200,5,3.5553481 
16,35,0,0,0,1,1,0,1,17,0,6.8046100,6,3.5553481 
17,36,0,0,0,1,1,0,1,17,0,6.8564600,7,3.5835189 
2,50,1,1,1,1,1,0,0,13,0,5.7525700,1,3.9120230 
3,50,1,1,1,1,1,0,0,13,0,5.8579300,2,3.9120230 
4,49,1,1,1,1,1,0,0,13,0,6.0753500,3,3.8918203 
5,49,1,1,1,1,1,0,0,13,0,8.5171900,4,3.8918203 
6,51,1,1,1,1,1,0,0,13,0,6.5147100,5,3.9318256 
7,49,1,1,1,1,1,0,0,13,0,6.5861700,6,3.8918203 
8,48,1,1,1,1,1,0,0,13,0,6.7031900,7,3.8712010 
11,50,1,0,1,1,1,0,1,9,0,6.1633100,1,3.9120230 
12,51,1,0,1,1,1,0,1,9,0,6.2634000,2,3.9318256 
13,51,1,0,1,1,1,0,1,9,0,6.3543700,3,3.9318256 
14,51,1,0,1,1,1,0,1,9,0,6.4377500,4,3.9318256 
15,51,1,0,1,1,1,0,1,9,0,6.4769700,5,3.9318256 
16,51,1,0,1,1,1,0,1,9,0,6.5510800,6,3.9318256 
17,51,1,0,1,1,1,0,0,9,0,6.4085300,7,3.9318256 
18,50,0,0,0,1,1,0,0,16,0,6.9057500,1,3.9120230 
19,49,0,0,0,1,1,0,0,16,0,6.9057500,2,3.8918203 
20,49,0,0,0,1,1,0,0,16,0,7.2513400,3,3.8918203 
21,49,0,0,0,1,1,0,0,16,0,7.2513400,4,3.8918203 
22,50,0,0,0,1,1,0,0,16,0,6.9077600,5,3.9120230 
23,47,0,0,0,1,1,0,0,16,0,7.2363400,6,3.8501476 
24,48,0,0,0,1,1,0,0,16,0,7.2724000,7,3.8712010 
18,50,1,0,0,0,1,0,0,12,0,6.4952700,1,3.9120230 
19,50,1,0,0,0,1,0,0,12,0,6.6039400,2,3.9120230 
20,50,0,0,0,0,1,0,0,12,0,6.7007300,3,3.9120230 
21,49,1,0,0,0,1,0,0,12,0,6.5861700,4,3.8918203 
22,49,1,0,0,0,1,0,0,12,0,6.4183600,5,3.8918203 
23,49,1,0,0,0,1,0,0,12,0,6.2146100,6,3.8918203 
24,49,1,0,0,0,1,0,0,12,0,6.6200700,7,3.8918203 
3,47,1,1,0,0,1,0,1,8,0,6.4504700,1,3.8501476 
4,52,1,1,0,0,1,0,1,8,0,6.6720300,2,3.9512437 
5,50,1,1,0,0,1,0,1,8,0,6.5638600,3,3.9120230 
6,47,1,1,0,0,1,0,1,8,0,6.6066500,4,3.8501476 
7,49,1,1,0,0,1,0,1,8,0,6.8351800,5,3.8918203 
8,47,1,1,0,0,1,0,1,8,0,6.8617100,6,3.8501476 
9,51,1,1,0,0,1,0,1,8,0,7.0698700,7,3.9318256 
27,46,1,1,0,1,1,0,1,11,0,6.4815800,1,3.8286414 
28,48,1,1,0,1,1,0,1,11,0,6.5539300,2,3.8712010 
29,46,1,1,0,1,1,0,1,11,0,6.6187400,3,3.8286414 
30,46,1,1,0,1,1,0,1,11,0,6.7569300,4,3.8286414 
31,46,1,1,0,1,1,0,1,11,0,6.8762600,5,3.8286414 
32,40,1,1,0,1,1,0,1,11,0,6.9902600,6,3.6888795 
33,42,1,1,0,1,1,0,1,11,0,7.0749600,7,3.7376696 
18,48,1,1,0,0,1,0,1,9,0,6.0038900,1,3.8712010 
19,44,1,1,0,0,1,0,1,9,0,6.1092500,2,3.7841896 
20,41,1,1,0,0,1,0,0,9,0,6.2344100,3,3.7135721 
21,33,1,1,0,0,1,0,0,9,0,6.0354800,4,3.4965076 
22,51,1,1,0,0,1,0,0,9,0,6.1158900,5,3.9318256 
23,38,1,1,0,0,1,0,0,9,0,6.1944100,6,3.6375862 
24,51,1,1,0,0,1,0,0,9,0,6.2709900,7,3.9318256 
13,50,1,1,0,0,1,0,1,12,0,6.3315000,1,3.9120230 
14,49,1,1,0,0,1,0,1,12,0,6.3935900,2,3.8918203 
15,36,1,1,0,0,1,0,1,12,0,6.4846400,3,3.5835189 
16,49,1,1,0,0,1,0,1,12,0,6.5694800,4,3.8918203 
17,49,1,1,0,0,1,0,1,12,0,6.7031900,5,3.8918203 
18,49,1,1,0,0,1,0,1,12,0,6.7901000,6,3.8918203 
19,48,1,1,0,0,1,0,1,12,0,6.8762600,7,3.8712010 
5,50,1,0,1,0,1,0,0,12,0,6.4118200,1,3.9120230 
6,50,1,0,1,0,1,0,0,12,0,6.5652600,2,3.9120230 
7,33,1,0,1,0,1,0,1,12,0,6.5998700,3,3.4965076 
8,49,1,0,1,0,1,0,1,12,0,6.6908400,4,3.8918203 
9,49,1,0,1,0,1,0,1,12,0,6.8405500,5,3.8918203 
10,42,1,0,1,0,1,0,1,12,0,6.9373100,6,3.7376696 
11,49,1,0,1,0,1,0,1,12,0,7.0361500,7,3.8918203 
14,36,1,1,0,1,1,0,1,14,0,6.5750800,1,3.5835189 
15,49,0,1,0,1,1,0,1,14,0,6.6515700,2,3.8918203 
16,47,0,1,0,1,1,0,1,14,0,6.7557700,3,3.8501476 
17,49,0,1,0,1,1,0,1,14,0,6.8405500,4,3.8918203 
18,48,0,1,0,1,1,0,1,14,0,6.9067500,5,3.8712010 
19,49,1,1,0,1,1,0,1,14,0,6.6833600,6,3.8918203 
20,49,0,1,0,1,1,0,1,14,0,7.0613300,7,3.8918203 
8,50,0,0,0,0,1,0,0,16,0,6.2225800,1,3.9120230 
9,50,0,0,0,0,1,0,0,16,0,6.3456400,2,3.9120230 
10,50,0,0,0,0,1,0,0,16,0,6.4297200,3,3.9120230 
11,49,0,0,0,0,1,0,0,16,0,6.4922400,4,3.8918203 
12,48,0,0,0,0,1,0,0,16,0,6.6359500,5,3.8712010 
13,48,0,0,0,0,1,0,0,16,0,6.6592900,6,3.8712010 
14,46,0,0,0,0,1,0,0,16,0,7.1309000,7,3.8286414 
10,49,1,1,0,0,1,0,0,12,0,6.3026200,1,3.8918203 
11,50,1,0,0,0,1,0,1,12,0,6.3561100,2,3.9120230 
12,44,1,0,0,0,1,0,1,12,0,6.4151000,3,3.7841896 
13,50,1,0,0,0,1,0,1,12,0,6.4922400,4,3.9120230 
14,50,1,0,0,0,1,0,1,12,0,6.6240700,5,3.9120230 
15,49,1,0,0,0,1,0,1,12,0,6.7957100,6,3.8918203 
16,50,1,0,0,0,1,0,1,12,0,6.9754100,7,3.9120230 
10,36,0,0,0,1,1,0,0,17,0,5.7071100,1,3.5835189 
11,47,0,0,0,0,1,0,0,17,0,6.3969300,2,3.8501476 
12,36,0,0,0,0,1,0,0,17,0,6.3969300,3,3.5835189 
13,47,0,0,0,0,1,0,0,17,0,6.6346300,4,3.8501476 
14,48,0,0,0,0,1,0,0,17,0,6.6200700,5,3.8712010 
15,38,0,0,0,0,1,0,0,17,0,6.6846100,6,3.6375862 
16,48,0,0,0,0,1,0,0,17,0,6.8297900,7,3.8712010 
30,51,0,1,0,0,1,0,0,17,0,6.9057500,1,3.9318256 
31,52,0,1,0,1,1,0,0,17,0,6.9057500,2,3.9512437 
32,49,0,1,0,0,1,0,0,17,0,7.6732200,3,3.8918203 
33,50,0,1,0,0,1,0,0,17,0,7.7514800,4,3.9120230 
34,49,0,1,0,0,1,0,0,17,0,7.8188300,5,3.8918203 
35,50,0,1,0,0,1,0,0,17,0,7.6009000,6,3.9120230 
36,50,0,1,0,0,1,0,0,17,0,7.9039700,7,3.9120230 
12,43,1,0,0,0,1,0,0,12,0,5.9914600,1,3.7612001 
13,51,1,0,0,0,1,0,0,12,0,5.9026300,2,3.9318256 
14,35,1,0,0,0,0,0,0,12,0,6.5510800,3,3.5553481 
15,36,1,0,0,0,0,0,0,12,0,6.4997900,4,3.5835189 
16,50,1,0,0,0,1,0,0,12,0,6.2146100,5,3.9120230 
17,48,1,1,0,0,1,0,0,12,0,6.6846100,6,3.8712010 
18,26,1,0,0,0,1,0,0,12,0,6.2146100,7,3.2580965 
10,38,0,1,0,1,1,0,0,15,0,6.3543700,1,3.6375862 
11,49,0,1,0,1,1,0,0,15,0,6.4769700,2,3.8918203 
12,52,0,1,0,1,1,0,0,15,0,6.7452400,3,3.9512437 
13,48,1,1,0,1,1,0,1,15,0,6.5510800,4,3.8712010 
14,27,0,1,0,1,1,0,0,15,0,6.8023900,5,3.2958369 
15,50,0,1,0,1,1,0,0,15,0,6.5792500,6,3.9120230 
16,49,0,1,0,1,1,0,0,15,0,6.9077600,7,3.8918203 
24,47,1,1,1,1,1,0,1,12,0,6.5012900,1,3.8501476 
25,47,1,1,1,1,1,0,1,12,0,6.5736800,2,3.8501476 
26,44,1,1,1,1,1,0,1,12,0,6.6554400,3,3.7841896 
27,47,1,1,1,1,1,0,1,12,0,6.7534400,4,3.8501476 
28,47,1,1,1,1,1,0,1,12,0,6.8480100,5,3.8501476 
29,47,1,1,1,1,1,0,1,12,0,6.9431200,6,3.8501476 
30,40,1,1,1,1,1,0,1,12,0,7.0352700,7,3.6888795 
20,50,1,1,1,1,1,0,0,6,1,6.0913100,1,3.9120230 
21,48,1,1,1,1,1,0,0,6,1,6.2363700,2,3.8712010 
22,50,1,1,1,1,1,0,0,6,1,6.2709900,3,3.9120230 
23,50,1,1,1,1,1,0,0,6,1,6.4769700,4,3.9120230 
24,46,1,1,1,1,1,0,0,6,1,6.5957800,5,3.8286414 
25,51,1,1,1,1,1,0,0,6,1,6.4457200,6,3.9318256 
26,46,1,1,1,1,1,0,0,6,1,6.7799200,7,3.8286414 
6,49,1,1,1,1,1,0,1,12,0,6.0402500,1,3.8918203 
7,50,1,1,1,1,1,0,1,12,0,6.2065800,2,3.9120230 
8,50,1,1,1,1,1,0,1,12,0,6.2728800,3,3.9120230 
9,50,0,1,1,1,1,0,1,12,0,6.3969300,4,3.9120230 
10,50,0,1,1,1,1,0,1,12,0,6.4708000,5,3.9120230 
11,48,1,1,1,1,1,0,1,12,0,6.5453500,6,3.8712010 
12,49,1,1,1,1,1,0,1,12,0,6.6821100,7,3.8918203 
13,48,0,1,0,0,1,0,0,12,0,6.6871100,1,3.8712010 
14,50,0,1,0,0,1,0,0,12,0,6.7452400,2,3.9120230 
15,48,0,1,0,0,1,0,0,12,0,6.8564600,3,3.8712010 
16,47,0,1,0,0,1,0,0,12,0,6.9565500,4,3.8501476 
17,48,0,1,0,0,1,0,0,12,0,7.0475200,5,3.8712010 
18,48,0,1,0,0,1,0,0,12,0,7.0934000,6,3.8712010 
19,47,0,1,0,0,1,0,0,12,0,7.1309000,7,3.8501476 
12,49,0,0,1,1,0,1,0,16,0,6.5510800,1,3.8918203 
13,49,0,0,1,1,0,1,0,16,0,6.5510800,2,3.8918203 
14,50,0,0,1,1,0,1,0,16,0,6.8023900,3,3.9120230 
15,49,0,0,1,1,0,1,0,16,0,6.8564600,4,3.8918203 
16,50,0,0,1,1,0,1,0,16,0,6.8669300,5,3.9120230 
17,46,0,0,1,1,0,1,0,16,0,7.0030700,6,3.8286414 
18,47,0,0,1,1,0,1,0,16,0,7.1309000,7,3.8501476 
3,33,1,0,0,1,1,0,1,14,0,6.1882600,1,3.4965076 
4,50,1,0,0,1,1,0,1,14,0,6.6066500,2,3.9120230 
5,37,1,0,0,1,1,0,1,14,0,6.6846100,3,3.6109179 
6,42,1,0,0,1,1,0,1,14,0,6.7684900,4,3.7376696 
7,32,1,0,0,1,1,0,1,14,0,6.8606600,5,3.4657359 
8,47,1,0,0,0,1,0,1,14,0,6.9660200,6,3.8501476 
9,48,1,0,0,0,1,0,1,14,0,7.0030700,7,3.8712010 
35,50,0,0,1,1,1,0,0,15,0,6.2634000,1,3.9120230 
36,50,0,0,1,1,1,0,0,15,0,6.2915700,2,3.9120230 
37,50,0,0,1,1,1,0,0,15,0,6.3969300,3,3.9120230 
38,50,0,0,1,1,1,0,0,15,0,6.3969300,4,3.9120230 
39,50,0,0,1,1,1,0,0,15,0,6.5778600,5,3.9120230 
40,50,0,0,1,1,1,0,0,15,0,6.6200700,6,3.9120230 
41,50,0,0,1,1,1,0,0,15,0,6.6846100,7,3.9120230 
22,48,0,0,0,1,1,0,0,12,0,6.5510800,1,3.8712010 
23,47,0,0,0,1,1,0,0,12,0,6.6846100,2,3.8501476 
24,47,0,0,0,1,1,0,0,12,0,6.5510800,3,3.8501476 
25,47,0,0,0,1,1,0,0,12,0,6.8287100,4,3.8501476 
26,47,0,0,0,1,1,0,0,12,0,6.8023900,5,3.8501476 
27,47,0,0,0,1,1,0,0,12,0,7.1364800,6,3.8501476 
28,47,0,0,1,0,1,0,0,12,0,7.1831100,7,3.8501476 
10,39,1,0,1,1,0,1,0,12,1,5.9322500,1,3.6635616 
11,39,1,0,1,1,0,1,0,12,1,6.1964400,2,3.6635616 
12,41,1,0,1,1,0,1,0,12,1,6.2363700,3,3.7135721 
13,37,0,0,1,1,0,1,0,12,1,6.3099200,4,3.6109179 
14,37,0,0,1,1,0,1,1,12,1,6.4425400,5,3.6109179 
15,36,1,0,1,1,0,1,0,12,1,6.1092500,6,3.5835189 
16,36,1,0,1,1,0,1,0,12,1,6.2146100,7,3.5835189 
31,48,0,1,0,1,1,0,0,10,0,6.6200700,1,3.8712010 
32,48,1,1,0,1,1,0,0,10,0,6.6846100,2,3.8712010 
33,48,1,1,0,1,1,0,1,10,0,6.7334000,3,3.8712010 
34,49,1,1,0,1,1,0,1,10,0,6.8189200,4,3.8918203 
35,48,1,1,0,1,1,0,0,10,0,6.8721300,5,3.8712010 
36,50,1,1,0,1,1,0,0,10,0,6.9660200,6,3.9120230 
37,49,1,1,0,1,1,0,0,10,0,7.0431600,7,3.8918203 
38,49,1,1,0,1,1,0,0,15,0,6.4216200,1,3.8918203 
39,48,1,1,0,1,1,0,0,15,0,6.4769700,2,3.8712010 
40,48,0,1,0,1,1,0,0,15,0,6.5510800,3,3.8712010 
41,48,0,1,0,1,1,0,0,15,0,6.6846100,4,3.8712010 
42,48,0,1,0,1,1,0,0,15,0,6.6846100,5,3.8712010 
43,48,1,1,0,1,1,0,0,15,0,6.8023900,6,3.8712010 
44,48,0,1,0,1,1,0,0,15,0,6.9077600,7,3.8712010 
35,45,0,0,0,1,1,0,0,17,0,6.7592600,1,3.8066625 
36,36,0,0,0,1,1,0,0,17,0,6.8134400,2,3.5835189 
37,36,0,0,0,1,1,0,0,17,0,6.8669300,3,3.5835189 
38,35,0,0,0,1,1,0,0,17,0,6.8511800,4,3.5553481 
39,35,0,0,0,1,1,0,0,17,0,6.9489000,5,3.5553481 
40,35,0,0,0,1,1,0,0,17,0,7.0647600,6,3.5553481 
41,36,0,0,0,1,1,0,0,17,0,7.1147700,7,3.5835189 
38,46,1,1,0,1,1,0,0,11,0,6.8895900,1,3.8286414 
39,49,1,1,0,1,1,0,1,11,0,6.9057500,2,3.8918203 
40,43,1,1,0,1,1,0,0,11,0,6.9077600,3,3.7612001 
41,48,1,1,0,1,1,0,1,11,0,7.0030700,4,3.8712010 
42,47,1,1,0,1,1,0,1,11,0,7.1309000,5,3.8501476 
43,48,1,1,0,1,1,0,1,11,0,7.1082400,6,3.8712010 
44,47,1,1,0,1,1,0,0,11,0,7.0900800,7,3.8501476 
36,30,1,0,1,1,0,1,0,12,1,5.6131300,1,3.4011974 
37,48,1,0,1,1,0,1,0,12,1,5.8200800,2,3.8712010 
38,49,1,0,1,1,0,1,0,12,1,5.7620500,3,3.8918203 
39,46,1,0,1,1,0,1,0,12,1,5.8999000,4,3.8286414 
40,47,1,0,1,1,0,1,0,12,1,5.9584200,5,3.8501476 
41,46,1,0,1,1,0,1,0,12,1,6.1737900,6,3.8286414 
42,48,1,0,1,1,0,1,0,12,1,6.1025600,7,3.8712010 
6,49,1,0,0,1,1,0,1,12,0,6.4457200,1,3.8918203 
7,47,1,0,0,1,1,0,1,12,0,6.6200700,2,3.8501476 
8,50,1,0,0,1,1,0,1,12,0,6.5998700,3,3.9120230 
9,46,1,0,0,1,1,0,1,12,0,6.6333200,4,3.8286414 
10,48,1,0,0,1,1,0,1,12,0,6.8351800,5,3.8712010 
11,48,1,0,0,1,1,0,1,12,0,6.9994200,6,3.8712010 
12,48,1,0,0,1,1,0,1,12,0,6.9077600,7,3.8712010 
35,50,1,1,1,0,1,0,0,5,0,6.3332800,1,3.9120230 
36,51,1,1,1,0,1,0,0,5,0,5.8579300,2,3.9318256 
37,51,1,1,1,0,1,0,0,5,0,6.3952600,3,3.9318256 
38,50,1,1,1,0,1,0,0,5,0,6.1092500,4,3.9120230 
39,43,1,1,1,0,1,0,0,5,0,6.1092500,5,3.7612001 
40,51,1,1,1,0,1,0,0,5,0,6.1092500,6,3.9318256 
41,49,1,1,1,0,1,0,0,5,0,6.3969300,7,3.8918203 
24,42,0,0,1,1,1,1,0,16,0,6.3952600,1,3.7376696 
25,50,0,0,1,1,1,1,0,16,0,6.4361500,2,3.9120230 
26,47,0,0,1,1,1,1,0,16,0,6.4922400,3,3.8501476 
27,45,0,0,1,1,1,1,0,16,0,6.7310200,4,3.8066625 
28,49,0,0,1,1,1,1,0,16,0,6.7452400,5,3.8918203 
29,46,0,0,1,1,1,1,0,16,0,7.0422900,6,3.8286414 
30,48,0,0,1,1,1,1,0,16,0,7.0900800,7,3.8712010 
28,50,0,1,1,0,1,0,0,14,0,6.3099200,1,3.9120230 
29,49,1,0,1,0,1,0,0,14,0,6.5366900,2,3.8918203 
30,50,1,0,1,0,1,0,0,14,0,6.4614700,3,3.9120230 
31,48,1,0,1,0,1,0,0,14,0,6.5792500,4,3.8712010 
32,52,0,0,1,0,1,0,0,14,0,6.8977000,5,3.9512437 
33,50,0,0,1,0,1,0,0,14,0,6.4248700,6,3.9120230 
34,47,1,0,1,0,1,0,0,14,0,6.9147300,7,3.8501476 
4,49,1,0,1,1,1,0,0,12,0,6.6528600,1,3.8918203 
5,52,0,0,1,1,1,0,0,12,0,6.7742200,2,3.9512437 
6,52,0,0,1,1,1,0,0,12,0,6.9077600,3,3.9512437 
7,50,0,0,1,1,1,0,0,12,0,6.9688500,4,3.9120230 
8,51,0,0,1,1,1,0,0,12,0,6.9622400,5,3.9318256 
9,50,0,0,1,1,1,0,0,12,0,7.1082400,6,3.9120230 
10,50,0,0,1,1,1,0,0,12,0,7.3932600,7,3.9120230 
9,49,1,0,0,1,0,1,1,12,0,5.9864500,1,3.8918203 
10,49,1,0,0,1,0,1,1,12,0,5.9558400,2,3.8918203 
11,49,1,0,0,1,0,1,1,12,0,6.1841500,3,3.8918203 
12,48,1,0,0,1,0,1,1,12,0,6.1923600,4,3.8712010 
13,47,1,0,0,1,0,1,1,12,0,6.6253900,5,3.8501476 
14,47,1,0,0,1,0,1,1,12,0,6.6200700,6,3.8501476 
15,47,1,0,0,1,0,1,1,12,0,6.8023900,7,3.8501476 
9,51,0,0,0,0,0,1,0,12,0,5.8833200,1,3.9318256 
10,50,0,0,0,0,0,1,0,12,0,5.8861000,2,3.9120230 
11,49,0,0,0,0,0,1,0,12,0,5.9348900,3,3.8918203 
12,48,0,0,0,0,0,1,0,12,0,6.0799300,4,3.8712010 
13,49,0,0,0,0,0,1,0,12,0,6.0799300,5,3.8918203 
14,47,0,0,0,0,0,1,0,12,0,6.0822200,6,3.8501476 
15,48,0,0,0,0,0,1,0,12,0,6.2634000,7,3.8712010 
28,23,0,0,0,1,1,0,1,12,0,6.5764700,1,3.1354942 
29,42,0,0,0,1,1,0,1,12,0,6.6644100,2,3.7376696 
30,47,0,0,0,1,1,0,1,12,0,6.7369700,3,3.8501476 
31,47,0,0,0,1,1,0,1,12,0,6.8079300,4,3.8501476 
32,47,0,0,0,1,1,0,1,12,0,6.8079300,5,3.8501476 
33,47,0,0,0,1,1,0,1,12,0,6.9177100,6,3.8501476 
34,47,0,0,0,1,1,0,1,12,0,7.0414100,7,3.8501476 
7,48,0,0,0,1,1,0,0,17,0,6.9057500,1,3.8712010 
8,48,0,0,0,1,1,0,0,17,0,6.9057500,2,3.8712010 
9,49,0,0,0,1,1,0,0,17,0,7.2456600,3,3.8918203 
10,48,0,1,0,1,1,0,0,17,0,7.3777600,4,3.8712010 
11,49,0,1,0,1,1,0,0,17,0,7.4730700,5,3.8918203 
12,48,0,1,0,1,1,0,0,17,0,7.5755800,6,3.8712010 
13,49,0,1,0,1,1,0,0,17,0,7.6732200,7,3.8918203 
31,48,0,1,0,1,1,0,0,9,0,6.4552000,1,3.8712010 
32,48,0,1,0,1,1,0,0,9,0,6.5582000,2,3.8712010 
33,47,0,1,0,1,1,0,0,9,0,6.6631300,3,3.8501476 
34,48,0,1,0,1,1,0,1,9,0,6.8458800,4,3.8712010 
35,48,0,1,0,1,1,0,0,9,0,6.9256000,5,3.8712010 
36,48,0,1,0,1,1,0,0,9,0,7.1364800,6,3.8712010 
37,47,0,1,0,1,1,0,0,9,0,7.2703100,7,3.8501476 
27,45,0,1,0,1,1,0,0,12,0,6.9057500,1,3.8066625 
28,47,0,1,0,1,1,0,0,12,0,6.9057500,2,3.8501476 
29,46,0,1,0,1,1,0,1,12,0,7.1853900,3,3.8286414 
30,46,0,1,0,1,1,0,0,12,0,7.2442300,4,3.8286414 
31,46,0,1,0,1,1,0,0,12,0,7.3112200,5,3.8286414 
32,45,0,1,0,1,1,0,0,12,0,7.3758800,6,3.8066625 
33,43,0,1,0,1,1,0,0,12,0,7.1951900,7,3.7612001 
19,49,0,0,0,1,1,0,0,17,0,6.9057500,1,3.8918203 
20,46,0,1,0,1,1,0,0,17,0,6.9057500,2,3.8286414 
21,50,0,0,0,1,0,0,0,17,0,7.6009000,3,3.9120230 
22,47,0,0,0,1,0,0,0,17,0,7.7186900,4,3.8501476 
23,50,0,1,0,1,1,0,0,17,0,7.7406600,5,3.9120230 
24,49,0,1,0,1,1,0,0,17,0,7.6009000,6,3.8918203 
25,48,0,1,0,1,1,0,0,17,0,7.6811000,7,3.8712010 
17,49,0,1,0,1,1,0,1,11,1,6.1633100,1,3.8918203 
18,50,0,1,0,1,1,0,1,11,1,6.3099200,2,3.9120230 
19,50,0,1,0,1,1,0,1,11,1,6.3044500,3,3.9120230 
20,50,0,1,0,1,1,0,1,11,1,6.6200700,4,3.9120230 
21,49,0,1,0,1,1,0,1,11,1,6.4769700,5,3.8918203 
22,49,0,1,0,1,1,0,1,11,1,6.5510800,6,3.8918203 
23,49,0,1,0,1,1,0,1,11,1,6.4769700,7,3.8918203 
22,38,0,0,0,1,1,0,1,17,0,6.9057500,1,3.6375862 
23,44,0,0,0,1,1,0,1,17,0,6.9057500,2,3.7841896 
24,42,0,0,0,1,1,0,1,17,0,6.5792500,3,3.7376696 
25,37,0,0,0,1,1,0,1,17,0,7.0475200,4,3.6109179 
26,39,0,0,0,1,1,0,1,17,0,7.0900800,5,3.6635616 
27,36,0,0,0,1,1,0,1,17,0,7.3225100,6,3.5835189 
28,40,0,0,0,1,1,0,1,17,0,7.3132200,7,3.6888795 
18,38,0,0,0,0,1,0,0,17,0,6.7742200,1,3.6375862 
19,39,0,0,0,0,1,0,0,17,0,6.8875500,2,3.6635616 
20,36,0,0,0,0,1,0,0,17,0,6.9077600,3,3.5835189 
21,37,0,0,0,0,1,0,0,17,0,6.9650800,4,3.6109179 
22,39,0,0,0,0,1,0,0,17,0,6.9565500,5,3.6635616 
23,39,0,0,0,0,1,0,0,17,0,7.1966900,6,3.6635616 
24,36,0,0,0,0,1,0,0,17,0,7.1309000,7,3.5835189 
27,48,0,1,1,1,1,0,0,16,0,6.9057500,1,3.8712010 
28,47,0,1,1,1,1,0,0,16,0,6.9057500,2,3.8501476 
