"studentid","teacher","student_house","teacher_house","grade"
50348425,"Trelawney","Slytherin","Ravenclaw",49.02199069622975
50348425,"McGonagall","Slytherin","Gryffindor",58.352990479942406
56577308,"Dumbledore","Hufflepuff","Gryffindor",32.95961701931637
56577308,"Snape","Hufflepuff","Slytherin",30.81195447609297
56577308,"Flitwick","Hufflepuff","Ravenclaw",49.64751420951748
56577308,"Lupin","Hufflepuff","Gryffindor",59.699678807570464
56577308,"Sprout","Hufflepuff","Hufflepuff",35.33919863005435
56577308,"Trelawney","Hufflepuff","Ravenclaw",41.77156640457526
56577308,"McGonagall","Hufflepuff","Gryffindor",52.492557794362256
55406820,"Dumbledore","Gryffindor","Gryffindor",52.93662681956052
55406820,"Snape","Gryffindor","Slytherin",45.25784744201712
55406820,"Flitwick","Gryffindor","Ravenclaw",62.89834877302951
55406820,"Lupin","Gryffindor","Gryffindor",65.37228563542207
55406820,"Sprout","Gryffindor","Hufflepuff",58.87535010485965
55406820,"Trelawney","Gryffindor","Ravenclaw",68.3662109395801
55406820,"McGonagall","Gryffindor","Gryffindor",71.56953186836351
58141238,"Dumbledore","Gryffindor","Gryffindor",51.44910611823782
58141238,"Snape","Gryffindor","Slytherin",49.016517713907156
58141238,"Flitwick","Gryffindor","Ravenclaw",58.23914330310136
58141238,"Lupin","Gryffindor","Gryffindor",71.66954900541995
58141238,"Sprout","Gryffindor","Hufflepuff",47.15230140185083
58141238,"Trelawney","Gryffindor","Ravenclaw",61.23337362435539
58141238,"McGonagall","Gryffindor","Gryffindor",63.210165783874324
50071447,"Dumbledore","Gryffindor","Gryffindor",50.57089394726502
50071447,"Snape","Gryffindor","Slytherin",40.20414546851112
50071447,"Flitwick","Gryffindor","Ravenclaw",54.63113375765335
50071447,"Lupin","Gryffindor","Gryffindor",58.49429424447656
50071447,"Sprout","Gryffindor","Hufflepuff",42.44755059059324
50071447,"Trelawney","Gryffindor","Ravenclaw",44.73691072557108
50071447,"McGonagall","Gryffindor","Gryffindor",60.60109623850451
56201682,"Dumbledore","Gryffindor","Gryffindor",45.17430995427344
56201682,"Snape","Gryffindor","Slytherin",37.503343110073956
56201682,"Flitwick","Gryffindor","Ravenclaw",49.96533361631968
56201682,"Lupin","Gryffindor","Gryffindor",62.990213985815835
56201682,"Sprout","Gryffindor","Hufflepuff",46.21032748723889
56201682,"Trelawney","Gryffindor","Ravenclaw",52.87905265463437
56201682,"McGonagall","Gryffindor","Gryffindor",60.215752839760455
50043949,"Dumbledore","Hufflepuff","Gryffindor",38.96487207774293
50043949,"Snape","Hufflepuff","Slytherin",34.33604133824208
50043949,"Flitwick","Hufflepuff","Ravenclaw",48.27708748865969
50043949,"Lupin","Hufflepuff","Gryffindor",59.99778636116304
50043949,"Sprout","Hufflepuff","Hufflepuff",41.79685760089614
50043949,"Trelawney","Hufflepuff","Ravenclaw",40.794140338487985
50043949,"McGonagall","Hufflepuff","Gryffindor",53.404586177671305
57527788,"Dumbledore","Ravenclaw","Gryffindor",59.88696583139339
57527788,"Snape","Ravenclaw","Slytherin",53.564876706150265
57527788,"Flitwick","Ravenclaw","Ravenclaw",64.2729910310461
57527788,"Lupin","Ravenclaw","Gryffindor",71.60504846430064
57527788,"Sprout","Ravenclaw","Hufflepuff",57.682937931159685
57527788,"Trelawney","Ravenclaw","Ravenclaw",62.37126435925429
57527788,"McGonagall","Ravenclaw","Gryffindor",65.15030694031506
57009898,"Dumbledore","Ravenclaw","Gryffindor",70.07408229626324
57009898,"Snape","Ravenclaw","Slytherin",56.54919053777629
57009898,"Flitwick","Ravenclaw","Ravenclaw",81.26046923932829
57009898,"Lupin","Ravenclaw","Gryffindor",88.40225047164589
57009898,"Sprout","Ravenclaw","Hufflepuff",64.79939015818488
57009898,"Trelawney","Ravenclaw","Ravenclaw",76.54262685914725
57009898,"McGonagall","Ravenclaw","Gryffindor",86.24843223235187
55936938,"Dumbledore","Ravenclaw","Gryffindor",63.00513857212681
55936938,"Snape","Ravenclaw","Slytherin",58.35264242561988
55936938,"Flitwick","Ravenclaw","Ravenclaw",68.9150254725783
55936938,"Lupin","Ravenclaw","Gryffindor",77.42313924981758
55936938,"Sprout","Ravenclaw","Hufflepuff",59.79614447809494
55936938,"Trelawney","Ravenclaw","Ravenclaw",72.56268450380918
55936938,"McGonagall","Ravenclaw","Gryffindor",71.08364094481624
59024407,"Dumbledore","Ravenclaw","Gryffindor",62.25803235681844
59024407,"Snape","Ravenclaw","Slytherin",64.81121128125908
59024407,"Flitwick","Ravenclaw","Ravenclaw",64.75278431339535
59024407,"Lupin","Ravenclaw","Gryffindor",85.45640407534745
59024407,"Sprout","Ravenclaw","Hufflepuff",60.663811060106575
59024407,"Trelawney","Ravenclaw","Ravenclaw",58.2797464354183
59024407,"McGonagall","Ravenclaw","Gryffindor",73.21195324130127
57697348,"Dumbledore","Ravenclaw","Gryffindor",62.67550042202752
57697348,"Snape","Ravenclaw","Slytherin",45.12463979611391
57697348,"Flitwick","Ravenclaw","Ravenclaw",64.97063429812364
57697348,"Lupin","Ravenclaw","Gryffindor",74.54002517106488
57697348,"Sprout","Ravenclaw","Hufflepuff",48.79956731121783
57697348,"Trelawney","Ravenclaw","Ravenclaw",61.084713476617345
57697348,"McGonagall","Ravenclaw","Gryffindor",63.136156680124834
58088004,"Dumbledore","Gryffindor","Gryffindor",60.9715730123675
58088004,"Snape","Gryffindor","Slytherin",47.86445944439655
58088004,"Flitwick","Gryffindor","Ravenclaw",55.14220148412656
58088004,"Lupin","Gryffindor","Gryffindor",66.96222298619627
58088004,"Sprout","Gryffindor","Hufflepuff",57.51670583315
58088004,"Trelawney","Gryffindor","Ravenclaw",71.45576924130432
58088004,"McGonagall","Gryffindor","Gryffindor",70.86364673630408
58452991,"Dumbledore","Slytherin","Gryffindor",39.97997247973189
58452991,"Snape","Slytherin","Slytherin",24.792644784593787
58452991,"Flitwick","Slytherin","Ravenclaw",46.307378769906464
58452991,"Lupin","Slytherin","Gryffindor",55.985809064801465
58452991,"Sprout","Slytherin","Hufflepuff",46.108237591960645
58452991,"Trelawney","Slytherin","Ravenclaw",46.462894693453066
58452991,"McGonagall","Slytherin","Gryffindor",51.37030702863545
53270221,"Dumbledore","Ravenclaw","Gryffindor",60.578834122911495
53270221,"Snape","Ravenclaw","Slytherin",56.693835012006815
53270221,"Flitwick","Ravenclaw","Ravenclaw",65.40816732994615
53270221,"Lupin","Ravenclaw","Gryffindor",70.10576673035996
53270221,"Sprout","Ravenclaw","Hufflepuff",62.113140362623696
53270221,"Trelawney","Ravenclaw","Ravenclaw",68.01518705902484
53270221,"McGonagall","Ravenclaw","Gryffindor",70.09390049059589
51890577,"Dumbledore","Hufflepuff","Gryffindor",48.1344118029864
51890577,"Snape","Hufflepuff","Slytherin",37.1069791105312
51890577,"Flitwick","Hufflepuff","Ravenclaw",46.47424981985053
51890577,"Lupin","Hufflepuff","Gryffindor",69.08626515547952
51890577,"Sprout","Hufflepuff","Hufflepuff",45.893835640372714
51890577,"Trelawney","Hufflepuff","Ravenclaw",50.458124817803736
51890577,"McGonagall","Hufflepuff","Gryffindor",54.24338480582417
58036501,"Dumbledore","Hufflepuff","Gryffindor",54.47698818737321
58036501,"Snape","Hufflepuff","Slytherin",35.69231087364298
58036501,"Flitwick","Hufflepuff","Ravenclaw",48.822817948460724
58036501,"Lupin","Hufflepuff","Gryffindor",65.6257693714497
58036501,"Sprout","Hufflepuff","Hufflepuff",40.86975841607601
58036501,"Trelawney","Hufflepuff","Ravenclaw",53.748594293577625
58036501,"McGonagall","Hufflepuff","Gryffindor",56.84914067752739
50877442,"Dumbledore","Gryffindor","Gryffindor",53.23462827035782
50877442,"Snape","Gryffindor","Slytherin",41.449840940758115
50877442,"Flitwick","Gryffindor","Ravenclaw",54.93948854478345
50877442,"Lupin","Gryffindor","Gryffindor",69.51921106373293
50877442,"Sprout","Gryffindor","Hufflepuff",56.443613088346275
50877442,"Trelawney","Gryffindor","Ravenclaw",63.551839438457364
50877442,"McGonagall","Gryffindor","Gryffindor",59.47548540842998
55321354,"Dumbledore","Gryffindor","Gryffindor",33.764524692396435
55321354,"Snape","Gryffindor","Slytherin",29.395897334196505
55321354,"Flitwick","Gryffindor","Ravenclaw",47.159613683144826
55321354,"Lupin","Gryffindor","Gryffindor",56.02379392669947
55321354,"Sprout","Gryffindor","Hufflepuff",33.546262199726215
55321354,"Trelawney","Gryffindor","Ravenclaw",45.384831052814334
55321354,"McGonagall","Gryffindor","Gryffindor",37.92414885164895
55823094,"Dumbledore","Ravenclaw","Gryffindor",58.8914504666751
55823094,"Snape","Ravenclaw","Slytherin",51.03597383327512
55823094,"Flitwick","Ravenclaw","Ravenclaw",64.19458162117446
55823094,"Lupin","Ravenclaw","Gryffindor",63.332289803924695
55823094,"Sprout","Ravenclaw","Hufflepuff",44.54030328294287
55823094,"Trelawney","Ravenclaw","Ravenclaw",51.56905668031039
55823094,"McGonagall","Ravenclaw","Gryffindor",68.12610187462147
54811075,"Dumbledore","Ravenclaw","Gryffindor",44.70834561986722
54811075,"Snape","Ravenclaw","Slytherin",34.310076205296795
54811075,"Flitwick","Ravenclaw","Ravenclaw",37.34957876123451
54811075,"Lupin","Ravenclaw","Gryffindor",54.387397089020396
54811075,"Sprout","Ravenclaw","Hufflepuff",33.74188776828465
54811075,"Trelawney","Ravenclaw","Ravenclaw",48.05355003993446
54811075,"McGonagall","Ravenclaw","Gryffindor",48.158512410956654
59455855,"Dumbledore","Hufflepuff","Gryffindor",54.576061138395076
59455855,"Snape","Hufflepuff","Slytherin",44.967507195325055
59455855,"Flitwick","Hufflepuff","Ravenclaw",68.76631575860597
59455855,"Lupin","Hufflepuff","Gryffindor",80.33824723675
59455855,"Sprout","Hufflepuff","Hufflepuff",58.56199957595622
59455855,"Trelawney","Hufflepuff","Ravenclaw",66.25471939917689
59455855,"McGonagall","Hufflepuff","Gryffindor",65.62057978684676
57838589,"Dumbledore","Hufflepuff","Gryffindor",49.640901730696
57838589,"Snape","Hufflepuff","Slytherin",43.29809237607612
57838589,"Flitwick","Hufflepuff","Ravenclaw",59.3969884563635
57838589,"Lupin","Hufflepuff","Gryffindor",63.48224453313547
57838589,"Sprout","Hufflepuff","Hufflepuff",45.78788575507917
57838589,"Trelawney","Hufflepuff","Ravenclaw",61.80879068332629
57838589,"McGonagall","Hufflepuff","Gryffindor",61.205046881796974
52355188,"Dumbledore","Hufflepuff","Gryffindor",48.64183183541521
52355188,"Snape","Hufflepuff","Slytherin",33.12134301805444
52355188,"Flitwick","Hufflepuff","Ravenclaw",48.56641477606222
52355188,"Lupin","Hufflepuff","Gryffindor",55.22392059021851
52355188,"Sprout","Hufflepuff","Hufflepuff",33.362208868189676
52355188,"Trelawney","Hufflepuff","Ravenclaw",42.576974930281274
52355188,"McGonagall","Hufflepuff","Gryffindor",46.52002355507151
57488597,"Dumbledore","Gryffindor","Gryffindor",48.134364455714206
57488597,"Snape","Gryffindor","Slytherin",50.15685234684566
57488597,"Flitwick","Gryffindor","Ravenclaw",63.15750570718046
57488597,"Lupin","Gryffindor","Gryffindor",76.37475599804797
57488597,"Sprout","Gryffindor","Hufflepuff",45.86953979593007
57488597,"Trelawney","Gryffindor","Ravenclaw",57.02515680642879
57488597,"McGonagall","Gryffindor","Gryffindor",61.89975580470861
50192325,"Dumbledore","Hufflepuff","Gryffindor",35.217869085176595
50192325,"Snape","Hufflepuff","Slytherin",22.56599154431159
50192325,"Flitwick","Hufflepuff","Ravenclaw",42.25799709075696
50192325,"Lupin","Hufflepuff","Gryffindor",49.71406704779482
50192325,"Sprout","Hufflepuff","Hufflepuff",29.13142694415315
50192325,"Trelawney","Hufflepuff","Ravenclaw",30.397070377489534
50192325,"McGonagall","Hufflepuff","Gryffindor",44.59190943318044
54181890,"Dumbledore","Hufflepuff","Gryffindor",50.8632045453701
54181890,"Snape","Hufflepuff","Slytherin",28.561136993621858
54181890,"Flitwick","Hufflepuff","Ravenclaw",46.22697995029196
54181890,"Lupin","Hufflepuff","Gryffindor",61.18639189378212
54181890,"Sprout","Hufflepuff","Hufflepuff",34.02962133114025
54181890,"Trelawney","Hufflepuff","Ravenclaw",50.248698191806945
54181890,"McGonagall","Hufflepuff","Gryffindor",53.41886702450435
57784686,"Dumbledore","Slytherin","Gryffindor",48.01515786492193
57784686,"Snape","Slytherin","Slytherin",43.94815610632743
57784686,"Flitwick","Slytherin","Ravenclaw",49.02229162764584
57784686,"Lupin","Slytherin","Gryffindor",62.09075699000791
57784686,"Sprout","Slytherin","Hufflepuff",40.730231252258555
57784686,"Trelawney","Slytherin","Ravenclaw",48.30932566165414
57784686,"McGonagall","Slytherin","Gryffindor",56.759514082134544
54749750,"Dumbledore","Ravenclaw","Gryffindor",58.74942881365809
54749750,"Snape","Ravenclaw","Slytherin",44.78866960395391
54749750,"Flitwick","Ravenclaw","Ravenclaw",57.823940594607826
54749750,"Lupin","Ravenclaw","Gryffindor",76.92112198613542
54749750,"Sprout","Ravenclaw","Hufflepuff",55.50972457849946
54749750,"Trelawney","Ravenclaw","Ravenclaw",55.5358284906626
54749750,"McGonagall","Ravenclaw","Gryffindor",66.59531242137189
55919325,"Dumbledore","Hufflepuff","Gryffindor",49.125986269744246
55919325,"Snape","Hufflepuff","Slytherin",35.99328256144008
55919325,"Flitwick","Hufflepuff","Ravenclaw",57.58675877731796
55919325,"Lupin","Hufflepuff","Gryffindor",67.47305728780645
55919325,"Sprout","Hufflepuff","Hufflepuff",47.56722097535343
55919325,"Trelawney","Hufflepuff","Ravenclaw",52.18789677511205
55919325,"McGonagall","Hufflepuff","Gryffindor",52.370793411295594
56036317,"Dumbledore","Hufflepuff","Gryffindor",42.224969965783124
56036317,"Snape","Hufflepuff","Slytherin",40.0273212768057
56036317,"Flitwick","Hufflepuff","Ravenclaw",47.20333297940897
56036317,"Lupin","Hufflepuff","Gryffindor",55.166051380919356
56036317,"Sprout","Hufflepuff","Hufflepuff",51.767862682716085
56036317,"Trelawney","Hufflepuff","Ravenclaw",45.96164268429991
56036317,"McGonagall","Hufflepuff","Gryffindor",49.412887212152256
54705857,"Dumbledore","Slytherin","Gryffindor",54.510355943432515
54705857,"Snape","Slytherin","Slytherin",41.66089004146255
54705857,"Flitwick","Slytherin","Ravenclaw",61.22241823509757
54705857,"Lupin","Slytherin","Gryffindor",70.36535018112234
54705857,"Sprout","Slytherin","Hufflepuff",47.68761888632023
54705857,"Trelawney","Slytherin","Ravenclaw",56.679679700868824
54705857,"McGonagall","Slytherin","Gryffindor",59.63183350388113
51278193,"Dumbledore","Slytherin","Gryffindor",32.503031343218936
51278193,"Snape","Slytherin","Slytherin",17.62276645446424
51278193,"Flitwick","Slytherin","Ravenclaw",39.11106536794119
51278193,"Lupin","Slytherin","Gryffindor",48.819182377504916
51278193,"Sprout","Slytherin","Hufflepuff",27.912530840186665
51278193,"Trelawney","Slytherin","Ravenclaw",36.5072482492777
51278193,"McGonagall","Slytherin","Gryffindor",43.22723278157494
50052533,"Dumbledore","Ravenclaw","Gryffindor",56.45986729824263
50052533,"Snape","Ravenclaw","Slytherin",42.41007674293265
50052533,"Flitwick","Ravenclaw","Ravenclaw",63.329359893164266
50052533,"Lupin","Ravenclaw","Gryffindor",70.2239822098827
50052533,"Sprout","Ravenclaw","Hufflepuff",51.43136806057478
50052533,"Trelawney","Ravenclaw","Ravenclaw",65.39232949483944
50052533,"McGonagall","Ravenclaw","Gryffindor",67.65559982035936
59268995,"Dumbledore","Ravenclaw","Gryffindor",52.40375360306807
59268995,"Snape","Ravenclaw","Slytherin",35.64402757818558
59268995,"Flitwick","Ravenclaw","Ravenclaw",60.113043644547275
59268995,"Lupin","Ravenclaw","Gryffindor",64.01141027087695
59268995,"Sprout","Ravenclaw","Hufflepuff",44.629883366565764
59268995,"Trelawney","Ravenclaw","Ravenclaw",58.62870398122975
59268995,"McGonagall","Ravenclaw","Gryffindor",57.92579540671261
57939473,"Dumbledore","Gryffindor","Gryffindor",66.91282406679719
57939473,"Snape","Gryffindor","Slytherin",49.647059893928116
57939473,"Flitwick","Gryffindor","Ravenclaw",64.19935942600227
57939473,"Lupin","Gryffindor","Gryffindor",69.0829300488993
57939473,"Sprout","Gryffindor","Hufflepuff",53.06675129408646
57939473,"Trelawney","Gryffindor","Ravenclaw",65.43976849305797
57939473,"McGonagall","Gryffindor","Gryffindor",71.34404578036032
57365806,"Dumbledore","Gryffindor","Gryffindor",65.38170921779032
57365806,"Snape","Gryffindor","Slytherin",62.140000507168104
57365806,"Flitwick","Gryffindor","Ravenclaw",68.09085381898534
57365806,"Lupin","Gryffindor","Gryffindor",69.18199107299397
57365806,"Sprout","Gryffindor","Hufflepuff",56.27216952369382
57365806,"Trelawney","Gryffindor","Ravenclaw",74.27998361624185
57365806,"McGonagall","Gryffindor","Gryffindor",74.10424216907771
59018947,"Dumbledore","Slytherin","Gryffindor",44.77057326449227
59018947,"Snape","Slytherin","Slytherin",15.414172746097236
59018947,"Flitwick","Slytherin","Ravenclaw",44.94238969928411
59018947,"Lupin","Slytherin","Gryffindor",46.8696356811692
59018947,"Sprout","Slytherin","Hufflepuff",36.279707128211996
59018947,"Trelawney","Slytherin","Ravenclaw",37.721528225078664
59018947,"McGonagall","Slytherin","Gryffindor",47.72260398075271
50841357,"Dumbledore","Ravenclaw","Gryffindor",51.181172495681416
50841357,"Snape","Ravenclaw","Slytherin",46.59770898692089
50841357,"Flitwick","Ravenclaw","Ravenclaw",53.455255527439924
50841357,"Lupin","Ravenclaw","Gryffindor",61.66299483716383
50841357,"Sprout","Ravenclaw","Hufflepuff",42.784093325472
50841357,"Trelawney","Ravenclaw","Ravenclaw",63.22474065900351
50841357,"McGonagall","Ravenclaw","Gryffindor",61.9916996482526
56140820,"Dumbledore","Ravenclaw","Gryffindor",51.10185083385408
56140820,"Snape","Ravenclaw","Slytherin",44.18515241814626
56140820,"Flitwick","Ravenclaw","Ravenclaw",69.57007864861598
56140820,"Lupin","Ravenclaw","Gryffindor",72.57816194158654
56140820,"Sprout","Ravenclaw","Hufflepuff",43.2687702136267
56140820,"Trelawney","Ravenclaw","Ravenclaw",55.448538401612744
56140820,"McGonagall","Ravenclaw","Gryffindor",60.90272659359931
51441500,"Dumbledore","Hufflepuff","Gryffindor",50.65684245923317
51441500,"Snape","Hufflepuff","Slytherin",37.88292044667788
51441500,"Flitwick","Hufflepuff","Ravenclaw",55.40909202313751
51441500,"Lupin","Hufflepuff","Gryffindor",66.68677660833062
51441500,"Sprout","Hufflepuff","Hufflepuff",43.79850993120051
51441500,"Trelawney","Hufflepuff","Ravenclaw",53.563069111453785
51441500,"McGonagall","Hufflepuff","Gryffindor",60.35138527486521
59069477,"Dumbledore","Gryffindor","Gryffindor",63.797064015359645
59069477,"Snape","Gryffindor","Slytherin",51.70355504009536
59069477,"Flitwick","Gryffindor","Ravenclaw",76.98341897748794
59069477,"Lupin","Gryffindor","Gryffindor",81.19948520119365
59069477,"Sprout","Gryffindor","Hufflepuff",49.17070316159352
59069477,"Trelawney","Gryffindor","Ravenclaw",70.71174887099443
59069477,"McGonagall","Gryffindor","Gryffindor",63.855536750407396
51961453,"Dumbledore","Gryffindor","Gryffindor",45.497734803217824
51961453,"Snape","Gryffindor","Slytherin",40.04305231654695
51961453,"Flitwick","Gryffindor","Ravenclaw",51.321335411904556
51961453,"Lupin","Gryffindor","Gryffindor",52.51777940595847
51961453,"Sprout","Gryffindor","Hufflepuff",42.725946754486294
51961453,"Trelawney","Gryffindor","Ravenclaw",62.69938153806343
51961453,"McGonagall","Gryffindor","Gryffindor",52.028105756890746
50395948,"Dumbledore","Slytherin","Gryffindor",52.018212814370855
50395948,"Snape","Slytherin","Slytherin",49.15678473613732
50395948,"Flitwick","Slytherin","Ravenclaw",57.762196571457835
50395948,"Lupin","Slytherin","Gryffindor",78.31941525019016
50395948,"Sprout","Slytherin","Hufflepuff",45.40382682310473
50395948,"Trelawney","Slytherin","Ravenclaw",62.22844569243539
50395948,"McGonagall","Slytherin","Gryffindor",69.03013884483313
58261099,"Dumbledore","Hufflepuff","Gryffindor",26.815556750844728
58261099,"Snape","Hufflepuff","Slytherin",32.8281898357624
58261099,"Flitwick","Hufflepuff","Ravenclaw",46.38438263195054
58261099,"Lupin","Hufflepuff","Gryffindor",43.640375997683776
58261099,"Sprout","Hufflepuff","Hufflepuff",31.60689946507957
58261099,"Trelawney","Hufflepuff","Ravenclaw",48.27758982926379
58261099,"McGonagall","Hufflepuff","Gryffindor",53.940595866006774
52441916,"Dumbledore","Slytherin","Gryffindor",30.447382054303517
52441916,"Snape","Slytherin","Slytherin",18.090549368303662
52441916,"Flitwick","Slytherin","Ravenclaw",26.498891964351188
52441916,"Lupin","Slytherin","Gryffindor",39.81477748210577
52441916,"Sprout","Slytherin","Hufflepuff",22.143322218148413
52441916,"Trelawney","Slytherin","Ravenclaw",30.692694052770953
52441916,"McGonagall","Slytherin","Gryffindor",35.57442780494201
54252870,"Dumbledore","Ravenclaw","Gryffindor",54.21990236781227
54252870,"Snape","Ravenclaw","Slytherin",48.79683277746382
54252870,"Flitwick","Ravenclaw","Ravenclaw",56.01906836669927
54252870,"Lupin","Ravenclaw","Gryffindor",68.59875081449988
54252870,"Sprout","Ravenclaw","Hufflepuff",49.721846883305226
54252870,"Trelawney","Ravenclaw","Ravenclaw",51.535285074799404
54252870,"McGonagall","Ravenclaw","Gryffindor",66.81680451166248
54933208,"Dumbledore","Ravenclaw","Gryffindor",62.08355723605253
54933208,"Snape","Ravenclaw","Slytherin",43.89931739349663
54933208,"Flitwick","Ravenclaw","Ravenclaw",59.975607591869576
54933208,"Lupin","Ravenclaw","Gryffindor",71.26209746165571
54933208,"Sprout","Ravenclaw","Hufflepuff",58.33397696712018
54933208,"Trelawney","Ravenclaw","Ravenclaw",57.22730919391877
54933208,"McGonagall","Ravenclaw","Gryffindor",72.26116868144254
51010877,"Dumbledore","Slytherin","Gryffindor",50.01660499101957
51010877,"Snape","Slytherin","Slytherin",43.42818748907443
51010877,"Flitwick","Slytherin","Ravenclaw",57.63832623150894
51010877,"Lupin","Slytherin","Gryffindor",64.58528361616794
51010877,"Sprout","Slytherin","Hufflepuff",42.61378440755041
51010877,"Trelawney","Slytherin","Ravenclaw",57.11381609636168
51010877,"McGonagall","Slytherin","Gryffindor",53.24850635089172
56927501,"Dumbledore","Hufflepuff","Gryffindor",44.55093446966599
56927501,"Snape","Hufflepuff","Slytherin",22.8201900692834
56927501,"Flitwick","Hufflepuff","Ravenclaw",44.206218360350825
56927501,"Lupin","Hufflepuff","Gryffindor",60.2859370598529
56927501,"Sprout","Hufflepuff","Hufflepuff",34.02030479985868
56927501,"Trelawney","Hufflepuff","Ravenclaw",46.17449768797165
56927501,"McGonagall","Hufflepuff","Gryffindor",41.40270432077481
57694888,"Dumbledore","Slytherin","Gryffindor",32.33758882705167
57694888,"Snape","Slytherin","Slytherin",35.777357468356556
57694888,"Flitwick","Slytherin","Ravenclaw",53.08640228713453
57694888,"Lupin","Slytherin","Gryffindor",53.18254203121644
57694888,"Sprout","Slytherin","Hufflepuff",37.29759122680418
57694888,"Trelawney","Slytherin","Ravenclaw",47.377722382070765
57694888,"McGonagall","Slytherin","Gryffindor",53.36031501314568
58043054,"Dumbledore","Hufflepuff","Gryffindor",37.005163045613735
58043054,"Snape","Hufflepuff","Slytherin",18.930491994001592
58043054,"Flitwick","Hufflepuff","Ravenclaw",44.8532958528558
58043054,"Lupin","Hufflepuff","Gryffindor",55.17163710044376
58043054,"Sprout","Hufflepuff","Hufflepuff",30.744908401132363
58043054,"Trelawney","Hufflepuff","Ravenclaw",42.95493545913357
58043054,"McGonagall","Hufflepuff","Gryffindor",40.80469032584341
59376742,"Dumbledore","Slytherin","Gryffindor",52.58123954001144
59376742,"Snape","Slytherin","Slytherin",47.1158654220946
59376742,"Flitwick","Slytherin","Ravenclaw",55.39481974862328
59376742,"Lupin","Slytherin","Gryffindor",65.83786336360545
59376742,"Sprout","Slytherin","Hufflepuff",47.80421435376613
59376742,"Trelawney","Slytherin","Ravenclaw",58.31707490688842
59376742,"McGonagall","Slytherin","Gryffindor",69.91472451718205
55179229,"Dumbledore","Ravenclaw","Gryffindor",56.42428336599806
55179229,"Snape","Ravenclaw","Slytherin",54.174447219867346
55179229,"Flitwick","Ravenclaw","Ravenclaw",55.14682718135075
55179229,"Lupin","Ravenclaw","Gryffindor",86.5868957533944
55179229,"Sprout","Ravenclaw","Hufflepuff",40.62555387272449
55179229,"Trelawney","Ravenclaw","Ravenclaw",68.07045761767075
55179229,"McGonagall","Ravenclaw","Gryffindor",71.64156259762134
50980485,"Dumbledore","Gryffindor","Gryffindor",44.615294746248104
50980485,"Snape","Gryffindor","Slytherin",29.377469769058074
50980485,"Flitwick","Gryffindor","Ravenclaw",53.97172460660444
50980485,"Lupin","Gryffindor","Gryffindor",65.99558603205799
50980485,"Sprout","Gryffindor","Hufflepuff",34.84606927506243
50980485,"Trelawney","Gryffindor","Ravenclaw",45.51213744362836
50980485,"McGonagall","Gryffindor","Gryffindor",63.6917400177612
57079686,"Dumbledore","Slytherin","Gryffindor",59.31906381645588
57079686,"Snape","Slytherin","Slytherin",38.280141098106185
57079686,"Flitwick","Slytherin","Ravenclaw",57.54175217139887
57079686,"Lupin","Slytherin","Gryffindor",77.29763021770032
57079686,"Sprout","Slytherin","Hufflepuff",50.58083874461662
57079686,"Trelawney","Slytherin","Ravenclaw",66.63110759835615
57079686,"McGonagall","Slytherin","Gryffindor",62.967519364343254
54109401,"Dumbledore","Ravenclaw","Gryffindor",57.95938050944505
54109401,"Snape","Ravenclaw","Slytherin",55.01655581257976
54109401,"Flitwick","Ravenclaw","Ravenclaw",64.65072296587485
54109401,"Lupin","Ravenclaw","Gryffindor",76.1967552150673
54109401,"Sprout","Ravenclaw","Hufflepuff",58.31758864767445
54109401,"Trelawney","Ravenclaw","Ravenclaw",63.87016175911022
54109401,"McGonagall","Ravenclaw","Gryffindor",66.14441460029697
50573646,"Dumbledore","Gryffindor","Gryffindor",55.00642152053328
50573646,"Snape","Gryffindor","Slytherin",41.6447558885776
50573646,"Flitwick","Gryffindor","Ravenclaw",52.42861198457248
50573646,"Lupin","Gryffindor","Gryffindor",74.40798588351632
50573646,"Sprout","Gryffindor","Hufflepuff",37.91356968785247
50573646,"Trelawney","Gryffindor","Ravenclaw",53.51700570850555
50573646,"McGonagall","Gryffindor","Gryffindor",66.95451037256632
52739739,"Dumbledore","Gryffindor","Gryffindor",50.42557588694764
52739739,"Snape","Gryffindor","Slytherin",42.44692173624554
52739739,"Flitwick","Gryffindor","Ravenclaw",55.67094285336834
52739739,"Lupin","Gryffindor","Gryffindor",64.13471437025554
52739739,"Sprout","Gryffindor","Hufflepuff",46.42614333142458
52739739,"Trelawney","Gryffindor","Ravenclaw",49.81448898064672
52739739,"McGonagall","Gryffindor","Gryffindor",53.897122329734856
55299744,"Dumbledore","Gryffindor","Gryffindor",55.700876355512555
55299744,"Snape","Gryffindor","Slytherin",41.25718886203757
55299744,"Flitwick","Gryffindor","Ravenclaw",55.62633467685844
55299744,"Lupin","Gryffindor","Gryffindor",70.41090775130485
55299744,"Sprout","Gryffindor","Hufflepuff",57.20593692575839
55299744,"Trelawney","Gryffindor","Ravenclaw",48.236200580516744
55299744,"McGonagall","Gryffindor","Gryffindor",65.27223887628233
52971135,"Dumbledore","Slytherin","Gryffindor",44.59683063872084
52971135,"Snape","Slytherin","Slytherin",40.81163553671145
52971135,"Flitwick","Slytherin","Ravenclaw",52.653248271675594
52971135,"Lupin","Slytherin","Gryffindor",61.97780880787575
52971135,"Sprout","Slytherin","Hufflepuff",38.158607683935436
52971135,"Trelawney","Slytherin","Ravenclaw",44.00738970125505
